0;c:\Temp\Images\S-113-HE\S-113-HE.vsf;10200;30000;12200;32000
1;c:\Temp\Images\S-114-HE\S-114-HE.vsf;10200;30000;12200;32000
2;c:\Temp\Images\S-115-HE\S-115-HE.vsf;10200;30000;12200;32000
3;c:\Temp\Images\S-116-HE\S-116-HE.vsf;10200;30000;12200;32000
